company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
fail safe,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/fail-safe,mybuilder
burwood solutions ltd,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/burwood-solutions-ltd,mybuilder
mr t bird ltd,,Electrician,,,,,54,,,,,https://www.mybuilder.com/profile/mr_t_bird_ltd,mybuilder
liberty electrical,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/liberty_electrical,mybuilder
tjn electrical,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/tjn_electrical,mybuilder
h h maintenance,,Electrician,,,,,53,,,,,https://www.mybuilder.com/profile/h_h_maintenance,mybuilder
petespeedbird,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/petespeedbird,mybuilder
mid electrical limited,,Electrician,,,,,5220,,,,,https://www.mybuilder.com/profile/mid_electrical_limited,mybuilder
j hewett electrical services,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/j_hewett_electrical_services,mybuilder
prp reactive ltd,,Electrician,,,,,568,,,,,https://www.mybuilder.com/profile/prp_reactive_ltd,mybuilder
positive flow electrics,,Electrician,,,,,565,,,,,https://www.mybuilder.com/profile/positive_flow_electrics,mybuilder
djc electrical services,,Electrician,,,,,535,,,,,https://www.mybuilder.com/profile/djc_electrical_services,mybuilder
electriserve ltd,,Electrician,,,,,525,,,,,https://www.mybuilder.com/profile/electriserve_ltd,mybuilder
new build bespoke solutions,,Electrician,,,,,572,,,,,https://www.mybuilder.com/profile/new_build_bespoke_solutions,mybuilder
tpe services 31,,Electrician,,,,,517,,,,,https://www.mybuilder.com/profile/tpe_services_31,mybuilder
impact complete home renovations,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/impact_complete_home_renovations,mybuilder
hardings,,Electrician,,,,,530,,,,,https://www.mybuilder.com/profile/hardings,mybuilder
adam smith,,Electrician,,,,,53,,,,,https://www.mybuilder.com/profile/adam_smith,mybuilder
jasonpdunn,,Electrician,,,,,55,,,,,https://www.mybuilder.com/profile/jasonpdunn,mybuilder
sparky quick,,Electrician,,,,,5156,,,,,https://www.mybuilder.com/profile/sparky_quick,mybuilder
landon 80,,Electrician,,,,,542,,,,,https://www.mybuilder.com/profile/landon_80,mybuilder
mc electrical,,Electrician,,,,,514,,,,,https://www.mybuilder.com/profile/mc_electrical,mybuilder
